""	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_2537"	1252	3002	3869	649	1733	1366	2067	"   343.36"	"   461.79"	"   708.92"	"   213.82"	"   314.76"	"   244.71"	"   582.66"	" 8.43"	" 8.85"	" 9.47"	" 7.75"	" 8.30"	" 7.94"	" 9.19"	"Tery_2537"	"gene2558"	"CDS"	3914905	3915333	"+"	"CP000393.1"	"RNA-binding protein (contains KH domain)-like"	"KEGG: ana:alr1954 hypothetical protein"	"NCBI_GP:ABG51739.1"
"Tery_2538"	581	1020	1171	316	636	576	589	"   159.34"	"   156.91"	"   214.56"	"   104.11"	"   115.52"	"   103.19"	"   166.03"	" 7.32"	" 7.30"	" 7.75"	" 6.72"	" 6.86"	" 6.70"	" 7.38"	"Tery_2538"	"gene2559"	"CDS"	3915682	3916635	"+"	"CP000393.1"	"PhoH-like protein"	"PFAM: PhoH-like protein~KEGG: ava:Ava_4354 PhoH-like protein"	"InterPro:IPR003714,NCBI_GP:ABG51740.1"
"Tery_2539"	24	51	53	8	26	25	36	"     6.58"	"     7.85"	"     9.71"	"     2.64"	"     4.72"	"     4.48"	"    10.15"	" 2.92"	" 3.14"	" 3.42"	" 1.86"	" 2.52"	" 2.45"	" 3.48"	"Tery_2539"	"gene2560"	"CDS"	3916659	3917072	"+"	"CP000393.1"	"heme utilization protein HuvX"	"KEGG: ana:alr1957 unknown protein"	"NCBI_GP:ABG51741.1"
"Tery_2542"	95	140	121	81	151	68	70	"    26.05"	"    21.54"	"    22.17"	"    26.69"	"    27.43"	"    12.18"	"    19.73"	" 4.76"	" 4.49"	" 4.53"	" 4.79"	" 4.83"	" 3.72"	" 4.37"	"Tery_2542"	"gene2563"	"CDS"	3918665	3919102	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:alr7124 unknown protein"	"NCBI_GP:ABG51743.1"
"Tery_2543"	362	539	474	361	625	389	310	"    99.28"	"    82.91"	"    86.85"	"   118.94"	"   113.52"	"    69.69"	"    87.38"	" 6.65"	" 6.39"	" 6.46"	" 6.91"	" 6.84"	" 6.14"	" 6.47"	"Tery_2543"	"gene2564"	"CDS"	3919312	3920388	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ddi:DDB0217746 hypothetical protein"	"NCBI_GP:ABG51744.1"
"Tery_2544"	31	60	45	31	49	24	22	"     8.50"	"     9.23"	"     8.25"	"    10.21"	"     8.90"	"     4.30"	"     6.20"	" 3.25"	" 3.35"	" 3.21"	" 3.49"	" 3.31"	" 2.41"	" 2.85"	"Tery_2544"	"gene2565"	"CDS"	3920671	3921306	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51745.1"
"Tery_2545"	62	117	64	50	65	107	42	"    17.00"	"    18.00"	"    11.73"	"    16.47"	"    11.81"	"    19.17"	"    11.84"	" 4.17"	" 4.25"	" 3.67"	" 4.13"	" 3.68"	" 4.33"	" 3.68"	"Tery_2545"	"gene2566"	"CDS"	3921754	3922926	"+"	"CP000393.1"	"Dynamin"	"PFAM: Dynamin  GTP-binding protein%2C HSR1-related~KEGG: ava:Ava_1350 dynamin"	"InterPro:IPR001401,InterPro:IPR002917,NCBI_GP:ABG51746.1"
"Tery_2546"	243	292	225	236	284	405	215	"    66.64"	"    44.92"	"    41.23"	"    77.75"	"    51.58"	"    72.55"	"    60.61"	" 6.08"	" 5.52"	" 5.40"	" 6.30"	" 5.72"	" 6.20"	" 5.94"	"Tery_2546"	"gene2567"	"CDS"	3923071	3925230	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_1350 dynamin"	"InterPro:IPR006034,NCBI_GP:ABG51747.1"
"Tery_2547"	104	109	105	87	100	92	57	"    28.52"	"    16.77"	"    19.24"	"    28.66"	"    18.16"	"    16.48"	"    16.07"	" 4.88"	" 4.15"	" 4.34"	" 4.89"	" 4.26"	" 4.13"	" 4.09"	"Tery_2547"	"gene2568"	"CDS"	3925343	3926998	"+"	"CP000393.1"	"Dynamin"	"PFAM: Dynamin~KEGG: ava:Ava_1351 heat shock protein DnaJ-like"	"InterPro:IPR001401,NCBI_GP:ABG51748.1"
"Tery_2548"	21	31	32	9	22	19	7	"     5.76"	"     4.77"	"     5.86"	"     2.97"	"     4.00"	"     3.40"	"     1.97"	" 2.76"	" 2.53"	" 2.78"	" 1.99"	" 2.32"	" 2.14"	" 1.57"	"Tery_2548"	"gene2569"	"CDS"	3927722	3928495	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51749.1"
"Tery_2549"	23	30	28	24	33	22	33	"     6.31"	"     4.61"	"     5.13"	"     7.91"	"     5.99"	"     3.94"	"     9.30"	" 2.87"	" 2.49"	" 2.62"	" 3.15"	" 2.81"	" 2.30"	" 3.36"	"Tery_2549"	"gene2570"	"CDS"	3929540	3932383	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_3164 Cna B-type"	"NCBI_GP:ABG51750.1"
"Tery_2550"	61	46	56	30	36	30	25	"    16.73"	"     7.08"	"    10.26"	"     9.88"	"     6.54"	"     5.37"	"     7.05"	" 4.15"	" 3.01"	" 3.49"	" 3.44"	" 2.91"	" 2.67"	" 3.01"	"Tery_2550"	"gene2571"	"CDS"	3933098	3933889	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_3163 hypothetical protein"	"NCBI_GP:ABG51751.1"
"Tery_2551"	73	97	119	26	71	43	54	"    20.02"	"    14.92"	"    21.80"	"     8.57"	"    12.90"	"     7.70"	"    15.22"	" 4.39"	" 3.99"	" 4.51"	" 3.26"	" 3.80"	" 3.12"	" 4.02"	"Tery_2551"	"gene2572"	"CDS"	3933902	3935035	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51752.1"
"Tery_2552"	743	924	1202	275	548	559	547	"   203.77"	"   142.14"	"   220.24"	"    90.60"	"    99.53"	"   100.14"	"   154.19"	" 7.68"	" 7.16"	" 7.79"	" 6.52"	" 6.65"	" 6.66"	" 7.28"	"Tery_2552"	"gene2573"	"CDS"	3935162	3935752	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51753.1"
"Tery_2553"	346	371	227	212	231	293	157	"    94.89"	"    57.07"	"    41.59"	"    69.85"	"    41.96"	"    52.49"	"    44.26"	" 6.58"	" 5.86"	" 5.41"	" 6.15"	" 5.42"	" 5.74"	" 5.50"	"Tery_2553"	"gene2574"	"CDS"	3936845	3938164	"-"	"CP000393.1"	"RNA polymerase%2C sigma-24 subunit%2C ECF subfamily"	"PFAM: sigma-70 region 2 sigma-70 region 4 Sigma-70%2C region 4 type 2~KEGG: mta:Moth_2362 sigma-24 (FecI-like)"	"InterPro:IPR007627,InterPro:IPR007630,InterPro:IPR013249,NCBI_GP:ABG51754.1"
"Tery_2554"	210	246	134	173	181	269	95	"    57.59"	"    37.84"	"    24.55"	"    57.00"	"    32.87"	"    48.19"	"    26.78"	" 5.87"	" 5.28"	" 4.68"	" 5.86"	" 5.08"	" 5.62"	" 4.80"	"Tery_2554"	"gene2575"	"CDS"	3938984	3943945	"+"	"CP000393.1"	"Superfamily I DNA and RNA helicases and helicase subunits-like"	"KEGG: aae:aq_2057 DNA helicase"	"NCBI_GP:ABG51755.1"
"Tery_2555"	76	93	70	64	63	129	35	"    20.84"	"    14.31"	"    12.83"	"    21.09"	"    11.44"	"    23.11"	"     9.87"	" 4.45"	" 3.94"	" 3.79"	" 4.47"	" 3.64"	" 4.59"	" 3.44"	"Tery_2555"	"gene2576"	"CDS"	3944848	3946692	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51756.1"
"Tery_2556"	125	166	124	138	123	136	76	"    34.28"	"    25.54"	"    22.72"	"    45.47"	"    22.34"	"    24.36"	"    21.42"	" 5.14"	" 4.73"	" 4.57"	" 5.54"	" 4.54"	" 4.66"	" 4.49"	"Tery_2556"	"gene2577"	"CDS"	3947029	3952464	"-"	"CP000393.1"	"ATP-binding region%2C ATPase-like"	"PFAM: protein kinase GAF ATP-binding region%2C ATPase-like histidine kinase A-like~SMART: Tyrosine protein kinase Serine/threonine protein kinase~KEGG: ana:all3557 serine/threonine kinase with two-component sensor domain"	"InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR002290,InterPro:IPR003018,InterPro:IPR003594,InterPro:IPR003661,InterPro:IPR004358,InterPro:IPR005467,InterPro:IPR008271,NCBI_GP:ABG51757.1"
"Tery_2558"	36	57	52	34	61	64	49	"     9.87"	"     8.77"	"     9.53"	"    11.20"	"    11.08"	"    11.47"	"    13.81"	" 3.44"	" 3.29"	" 3.40"	" 3.61"	" 3.59"	" 3.64"	" 3.89"	"Tery_2558"	"gene2579"	"CDS"	3953889	3954944	"-"	"CP000393.1"	"peptidase M23B"	"PFAM: peptidase M23B~KEGG: rru:Rru_A1660 peptidase M23B"	"InterPro:IPR002886,NCBI_GP:ABG51758.1"
"Tery_2559"	1335	2345	1506	2907	3834	8714	4313	"   366.12"	"   360.73"	"   275.95"	"   957.76"	"   696.36"	"  1561.03"	"  1215.77"	" 8.52"	" 8.50"	" 8.11"	" 9.91"	" 9.45"	"10.61"	"10.25"	"Tery_2559"	"gene2580"	"CDS"	3955556	3956104	"+"	"CP000393.1"	"flavodoxin"	"TIGRFAM: flavodoxin~PFAM: flavodoxin/nitric oxide synthase~KEGG: syf:Synpcc7942_1541 flavodoxin%2C long chain"	"InterPro:IPR001226,InterPro:IPR008254,InterPro:IPR010086,NCBI_GP:ABG51759.1"
"Tery_2560"	136	210	153	56	106	76	48	"    37.30"	"    32.30"	"    28.03"	"    18.45"	"    19.25"	"    13.61"	"    13.53"	" 5.26"	" 5.06"	" 4.86"	" 4.28"	" 4.34"	" 3.87"	" 3.86"	"Tery_2560"	"gene2581"	"CDS"	3956896	3957825	"-"	"CP000393.1"	"Tetratricopeptide TPR_2"	"PFAM: TPR repeat Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: ava:Ava_B0147 TPR repeat"	"InterPro:IPR001440,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG51760.1"
"Tery_2561"	801	1585	1063	53	162	92	273	"   219.67"	"   243.82"	"   194.78"	"    17.46"	"    29.42"	"    16.48"	"    76.95"	" 7.79"	" 7.94"	" 7.61"	" 4.21"	" 4.93"	" 4.13"	" 6.28"	"Tery_2561"	"gene2582"	"CDS"	3958010	3958405	"-"	"CP000393.1"	"cytochrome c%2C class I"	"PFAM: cytochrome c%2C class I~KEGG: ava:Ava_1200 cytochrome c%2C class I"	"InterPro:IPR003088,InterPro:IPR003218,InterPro:IPR008168,InterPro:IPR009056,NCBI_GP:ABG51761.1"
"Tery_2563"	14333	29116	23290	10915	22005	26334	13165	"  3930.83"	"  4478.88"	"  4267.47"	"  3596.14"	"  3996.72"	"  4717.50"	"  3711.02"	"11.94"	"12.13"	"12.06"	"11.81"	"11.96"	"12.20"	"11.86"	"Tery_2563"	"gene2584"	"CDS"	3961300	3961701	"-"	"CP000393.1"	"plastocyanin"	"TIGRFAM: plastocyanin~PFAM: blue (type 1) copper domain~KEGG: ava:Ava_2745 plastocyanin precursor"	"InterPro:IPR000923,InterPro:IPR001235,InterPro:IPR002387,InterPro:IPR011572,NCBI_GP:ABG51762.1"
"Tery_2564"	298	459	414	215	376	320	288	"    81.73"	"    70.61"	"    75.86"	"    70.84"	"    68.29"	"    57.33"	"    81.18"	" 6.37"	" 6.16"	" 6.26"	" 6.17"	" 6.11"	" 5.87"	" 6.36"	"Tery_2564"	"gene2585"	"CDS"	3961845	3962267	"+"	"CP000393.1"	"transcriptional repressor%2C CopY family"	"PFAM: Penicillinase repressor~KEGG: ava:Ava_0498 transcriptional repressor%2C CopY family"	"InterPro:IPR005650,InterPro:IPR011571,InterPro:IPR011585,NCBI_GP:ABG51763.1"
"Tery_2565"	426	588	386	401	628	556	293	"   116.83"	"    90.45"	"    70.73"	"   132.12"	"   114.06"	"    99.60"	"    82.59"	" 6.88"	" 6.51"	" 6.16"	" 7.06"	" 6.85"	" 6.65"	" 6.39"	"Tery_2565"	"gene2586"	"CDS"	3962267	3963112	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr2570 hypothetical protein"	"NCBI_GP:ABG51764.1"
"Tery_2566"	192	270	191	48	83	95	77	"    52.66"	"    41.53"	"    35.00"	"    15.81"	"    15.08"	"    17.02"	"    21.71"	" 5.75"	" 5.41"	" 5.17"	" 4.07"	" 4.01"	" 4.17"	" 4.50"	"Tery_2566"	"gene2587"	"CDS"	3963239	3963814	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_4442 hypothetical protein"	"NCBI_GP:ABG51765.1"
"Tery_2567"	429	789	799	331	870	442	563	"   117.65"	"   121.37"	"   146.40"	"   109.05"	"   158.02"	"    79.18"	"   158.70"	" 6.89"	" 6.94"	" 7.20"	" 6.78"	" 7.31"	" 6.33"	" 7.32"	"Tery_2567"	"gene2588"	"CDS"	3964672	3965787	"-"	"CP000393.1"	"aldo/keto reductase"	"PFAM: aldo/keto reductase~KEGG: ava:Ava_1414 aldo/keto reductase"	"InterPro:IPR001395,InterPro:IPR001450,NCBI_GP:ABG51766.1"
"Tery_2568"	371	574	612	286	516	467	372	"   101.75"	"    88.30"	"   112.14"	"    94.23"	"    93.72"	"    83.66"	"   104.86"	" 6.68"	" 6.48"	" 6.82"	" 6.57"	" 6.57"	" 6.40"	" 6.73"	"Tery_2568"	"gene2589"	"CDS"	3966099	3966605	"-"	"CP000393.1"	"protein of unknown function DUF151"	"PFAM: protein of unknown function DUF151~KEGG: ava:Ava_1415 protein of unknown function DUF151"	"InterPro:IPR003729,NCBI_GP:ABG51767.1"
"Tery_2569"	80	104	83	55	110	117	43	"    21.94"	"    16.00"	"    15.21"	"    18.12"	"    19.98"	"    20.96"	"    12.12"	" 4.52"	" 4.09"	" 4.02"	" 4.26"	" 4.39"	" 4.46"	" 3.71"	"Tery_2569"	"gene2590"	"CDS"	3966897	3967622	"+"	"CP000393.1"	"riboflavin synthase%2C alpha subunit"	"TIGRFAM: riboflavin synthase%2C alpha subunit~PFAM: Lumazine-binding protein~KEGG: syn:sll0300 riboflavin synthase alpha chain"	"InterPro:IPR001783,NCBI_GP:ABG51768.1"
"Tery_2574"	0	4	1	2	7	3	3	"     0.00"	"     0.62"	"     0.18"	"     0.66"	"     1.27"	"     0.54"	"     0.85"	" 0.00"	" 0.69"	" 0.24"	" 0.73"	" 1.18"	" 0.62"	" 0.88"	"Tery_2574"	"gene2595"	"CDS"	3971035	3971289	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51771.1"
"Tery_2575"	141	179	120	70	73	168	106	"    38.67"	"    27.54"	"    21.99"	"    23.06"	"    13.26"	"    30.10"	"    29.88"	" 5.31"	" 4.83"	" 4.52"	" 4.59"	" 3.83"	" 4.96"	" 4.95"	"Tery_2575"	"gene2596"	"CDS"	3971608	3972288	"+"	"CP000393.1"	"protein of unknown function DUF1486"	"PFAM: protein of unknown function DUF1486~KEGG: ava:Ava_2708 pathogenesis related protein-like"	"InterPro:IPR009959,NCBI_GP:ABG51772.1"
"Tery_2576"	540	996	817	491	816	1342	594	"   148.10"	"   153.21"	"   149.70"	"   161.77"	"   148.21"	"   240.41"	"   167.44"	" 7.22"	" 7.27"	" 7.24"	" 7.35"	" 7.22"	" 7.92"	" 7.40"	"Tery_2576"	"gene2597"	"CDS"	3973029	3974042	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_0372 hypothetical protein"	"NCBI_GP:ABG51773.1"
"Tery_2577"	252	728	767	425	896	728	547	"    69.11"	"   111.99"	"   140.54"	"   140.02"	"   162.74"	"   130.41"	"   154.19"	" 6.13"	" 6.82"	" 7.15"	" 7.14"	" 7.36"	" 7.04"	" 7.28"	"Tery_2577"	"gene2598"	"CDS"	3974696	3974914	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_2645 hypothetical protein"	"NCBI_GP:ABG51774.1"
"Tery_2578"	2912	5842	5534	3139	6131	4948	3729	"   798.62"	"   898.67"	"  1014.01"	"  1034.20"	"  1113.56"	"   886.39"	"  1051.15"	" 9.64"	" 9.81"	" 9.99"	"10.02"	"10.12"	" 9.79"	"10.04"	"Tery_2578"	"gene2599"	"CDS"	3974960	3975346	"+"	"CP000393.1"	"protein of unknown function DUF1257"	"PFAM: protein of unknown function DUF1257~KEGG: ava:Ava_2646 protein of unknown function DUF1257"	"InterPro:IPR009666,NCBI_GP:ABG51775.1"
"Tery_2579"	204	458	375	306	563	497	335	"    55.95"	"    70.45"	"    68.71"	"   100.82"	"   102.26"	"    89.03"	"    94.43"	" 5.83"	" 6.16"	" 6.12"	" 6.67"	" 6.69"	" 6.49"	" 6.58"	"Tery_2579"	"gene2600"	"CDS"	3975715	3976170	"+"	"CP000393.1"	"ferredoxin"	"KEGG: ava:Ava_2647 ferredoxin"	"InterPro:IPR001080,InterPro:IPR001450,NCBI_GP:ABG51776.1"
"Tery_2580"	335	515	499	503	731	459	327	"    91.87"	"    79.22"	"    91.43"	"   165.72"	"   132.77"	"    82.23"	"    92.18"	" 6.54"	" 6.33"	" 6.53"	" 7.38"	" 7.06"	" 6.38"	" 6.54"	"Tery_2580"	"gene2601"	"CDS"	3976704	3978320	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_2649 hypothetical protein"	"NCBI_GP:ABG51777.1"
"Tery_2581"	861	1808	1410	1051	1616	2127	978	"   236.13"	"   278.12"	"   258.36"	"   346.27"	"   293.51"	"   381.03"	"   275.68"	" 7.89"	" 8.12"	" 8.02"	" 8.44"	" 8.20"	" 8.58"	" 8.11"	"Tery_2581"	"gene2602"	"CDS"	3979106	3979711	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_2650 hypothetical protein"	"NCBI_GP:ABG51778.1"
"Tery_2582"	446	737	550	559	741	774	349	"   122.32"	"   113.37"	"   100.78"	"   184.17"	"   134.59"	"   138.66"	"    98.38"	" 6.95"	" 6.84"	" 6.67"	" 7.53"	" 7.08"	" 7.13"	" 6.63"	"Tery_2582"	"gene2603"	"CDS"	3980136	3982016	"-"	"CP000393.1"	"protein of unknown function DUF1565"	"PFAM: protein of unknown function DUF1565~SMART: Parallel beta-helix repeat~KEGG: ana:all1342 unknown protein"	"InterPro:IPR006626,InterPro:IPR011459,NCBI_GP:ABG51779.1"
"Tery_2583"	212	337	338	200	361	311	245	"    58.14"	"    51.84"	"    61.93"	"    65.89"	"    65.57"	"    55.71"	"    69.06"	" 5.89"	" 5.72"	" 5.98"	" 6.06"	" 6.06"	" 5.83"	" 6.13"	"Tery_2583"	"gene2604"	"CDS"	3982914	3983996	"+"	"CP000393.1"	"thiamine-phosphate pyrophosphorylase"	"KEGG: ava:Ava_5047 thiamine-phosphate pyrophosphorylase~TIGRFAM: thiamine-phosphate pyrophosphorylase~PFAM: thiamine monophosphate synthase"	"InterPro:IPR003733,NCBI_GP:ABG51780.1"
"Tery_2584"	61	128	92	48	124	75	60	"    16.73"	"    19.69"	"    16.86"	"    15.81"	"    22.52"	"    13.44"	"    16.91"	" 4.15"	" 4.37"	" 4.16"	" 4.07"	" 4.56"	" 3.85"	" 4.16"	"Tery_2584"	"gene2605"	"CDS"	3984008	3984250	"+"	"CP000393.1"	"thiamine biosynthesis protein ThiS"	"TIGRFAM: thiamine biosynthesis protein ThiS~PFAM: thiamineS~KEGG: ava:Ava_5046 hypothetical protein"	"InterPro:IPR003749,InterPro:IPR010035,NCBI_GP:ABG51781.1"
"Tery_2585"	22	47	59	30	34	22	35	"     6.03"	"     7.23"	"    10.81"	"     9.88"	"     6.18"	"     3.94"	"     9.87"	" 2.81"	" 3.04"	" 3.56"	" 3.44"	" 2.84"	" 2.30"	" 3.44"	"Tery_2585"	"gene2606"	"CDS"	3984975	3987053	"-"	"CP000393.1"	"protein of unknown function DUF323"	"PFAM: leucine-rich repeat protein of unknown function DUF323~KEGG: ana:all5016 hypothetical protein"	"InterPro:IPR001611,InterPro:IPR005532,InterPro:IPR007092,NCBI_GP:ABG51782.1"
"Tery_2586"	7	13	5	1	4	6	9	"     1.92"	"     2.00"	"     0.92"	"     0.33"	"     0.73"	"     1.07"	"     2.54"	" 1.55"	" 1.58"	" 0.94"	" 0.41"	" 0.79"	" 1.05"	" 1.82"	"Tery_2586"	"gene2607"	"CDS"	3987412	3987930	"+"	"CP000393.1"	"ATPase AAA-2"	"PFAM: ATPase AAA-2~KEGG: mth:MTH284 ATP-dependent Clp protease regulatory subunit"	"InterPro:IPR001270,InterPro:IPR013093,NCBI_GP:ABG51783.1"
"Tery_2587"	39	93	82	48	115	57	41	"    10.70"	"    14.31"	"    15.03"	"    15.81"	"    20.89"	"    10.21"	"    11.56"	" 3.55"	" 3.94"	" 4.00"	" 4.07"	" 4.45"	" 3.49"	" 3.65"	"Tery_2587"	"gene2608"	"CDS"	3988466	3988867	"+"	"CP000393.1"	"2-octaprenyl-6-methoxyphenyl hydroxylase"	"KEGG: ava:Ava_1226 2-octaprenyl-6-methoxyphenyl hydroxylase"	"InterPro:IPR000205,NCBI_GP:ABG51784.1"
"Tery_2588"	542	645	448	632	652	930	369	"   148.64"	"    99.22"	"    82.09"	"   208.22"	"   118.42"	"   166.60"	"   104.02"	" 7.23"	" 6.65"	" 6.38"	" 7.71"	" 6.90"	" 7.39"	" 6.71"	"Tery_2588"	"gene2609"	"CDS"	3989526	3990599	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51785.1"
"Tery_2589"	598	870	854	615	932	1090	642	"   164.00"	"   133.83"	"   156.48"	"   202.62"	"   169.28"	"   195.26"	"   180.97"	" 7.37"	" 7.08"	" 7.30"	" 7.67"	" 7.41"	" 7.62"	" 7.51"	"Tery_2589"	"gene2610"	"CDS"	3990853	3992991	"-"	"CP000393.1"	"glycogen debranching enzyme%2C putative"	"TIGRFAM: glycogen debranching enzyme%2C putative~PFAM: Amylo-alpha-1%2C6-glucosidase~KEGG: syf:Synpcc7942_1575 glycogen debranching enzyme"	"InterPro:IPR006451,InterPro:IPR006650,InterPro:IPR010401,NCBI_GP:ABG51786.1"
"Tery_2590"	10	14	13	11	27	19	17	"     2.74"	"     2.15"	"     2.38"	"     3.62"	"     4.90"	"     3.40"	"     4.79"	" 1.90"	" 1.66"	" 1.76"	" 2.21"	" 2.56"	" 2.14"	" 2.53"	"Tery_2590"	"gene2611"	"CDS"	3994920	3995174	"+"	"CP000393.1"	"TPR repeat"	"KEGG: ava:Ava_1591 TPR repeat"	"NCBI_GP:ABG51787.1"
"Tery_2591"	390	501	374	347	382	525	265	"   106.96"	"    77.07"	"    68.53"	"   114.33"	"    69.38"	"    94.05"	"    74.70"	" 6.75"	" 6.29"	" 6.12"	" 6.85"	" 6.14"	" 6.57"	" 6.24"	"Tery_2591"	"gene2612"	"CDS"	3996352	4002789	"+"	"CP000393.1"	"Cadherin"	"PFAM: Hemolysin-type calcium-binding region Cadherin~KEGG: bja:bll7673 hypothetical protein"	"InterPro:IPR001343,InterPro:IPR002126,InterPro:IPR003995,NCBI_GP:ABG51788.1"
"Tery_2592"	130	110	122	140	159	116	80	"    35.65"	"    16.92"	"    22.35"	"    46.13"	"    28.88"	"    20.78"	"    22.55"	" 5.20"	" 4.16"	" 4.55"	" 5.56"	" 4.90"	" 4.44"	" 4.56"	"Tery_2592"	"gene2613"	"CDS"	4003106	4003387	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG51789.1"
"Tery_2593"	350	509	538	465	528	881	441	"    95.99"	"    78.30"	"    98.58"	"   153.20"	"    95.90"	"   157.82"	"   124.31"	" 6.60"	" 6.31"	" 6.64"	" 7.27"	" 6.60"	" 7.31"	" 6.97"	"Tery_2593"	"gene2614"	"CDS"	4004575	4008168	"+"	"CP000393.1"	"Periplasmic protein TonB links inner and outer membranes-like"	"KEGG: ana:alr7304 similar to hlyA"	"InterPro:IPR001343,InterPro:IPR003368,InterPro:IPR003995,InterPro:IPR006626,NCBI_GP:ABG51790.1"
"Tery_2595"	25	26	37	33	33	26	37	"     6.86"	"     4.00"	"     6.78"	"    10.87"	"     5.99"	"     4.66"	"    10.43"	" 2.97"	" 2.32"	" 2.96"	" 3.57"	" 2.81"	" 2.50"	" 3.51"	"Tery_2595"	"gene2616"	"CDS"	4009524	4010216	"+"	"CP000393.1"	"protein of unknown function DUF820"	"PFAM: protein of unknown function DUF820~KEGG: ana:alr4912 hypothetical protein"	"InterPro:IPR008538,NCBI_GP:ABG51792.1"
"Tery_2596"	133	253	192	117	169	327	187	"    36.48"	"    38.92"	"    35.18"	"    38.55"	"    30.70"	"    58.58"	"    52.71"	" 5.23"	" 5.32"	" 5.18"	" 5.31"	" 4.99"	" 5.90"	" 5.75"	"Tery_2596"	"gene2617"	"CDS"	4010534	4012861	"+"	"CP000393.1"	"phosphoribosylformylglycinamidine synthase subunit II"	"KEGG: ava:Ava_3636 phosphoribosylformylglycinamidine synthase subunit II~TIGRFAM: phosphoribosylformylglycinamidine synthase II~PFAM: AIR synthase related protein AIR synthase related protein-like"	"InterPro:IPR000728,InterPro:IPR010074,InterPro:IPR010918,NCBI_GP:ABG51793.1"
"Tery_2597"	106	194	166	67	154	89	98	"    29.07"	"    29.84"	"    30.42"	"    22.07"	"    27.97"	"    15.94"	"    27.62"	" 4.91"	" 4.95"	" 4.97"	" 4.53"	" 4.86"	" 4.08"	" 4.84"	"Tery_2597"	"gene2618"	"CDS"	4013957	4014658	"-"	"CP000393.1"	"phospholipid/glycerol acyltransferase"	"PFAM: phospholipid/glycerol acyltransferase~KEGG: ana:all4871 hypothetical protein"	"InterPro:IPR002123,NCBI_GP:ABG51794.1"
"Tery_2599"	297	532	497	312	387	739	321	"    81.45"	"    81.84"	"    91.07"	"   102.79"	"    70.29"	"   132.39"	"    90.49"	" 6.37"	" 6.37"	" 6.52"	" 6.70"	" 6.16"	" 7.06"	" 6.52"	"Tery_2599"	"gene2620"	"CDS"	4015798	4017270	"-"	"CP000393.1"	"aldehyde dehydrogenase (acceptor)"	"PFAM: aldehyde dehydrogenase~KEGG: xtr:448267 MGC89020 protein"	"InterPro:IPR002086,NCBI_GP:ABG51795.1"
"Tery_2601"	96	142	158	69	141	104	88	"    26.33"	"    21.84"	"    28.95"	"    22.73"	"    25.61"	"    18.63"	"    24.81"	" 4.77"	" 4.51"	" 4.90"	" 4.57"	" 4.73"	" 4.30"	" 4.69"	"Tery_2601"	"gene2622"	"CDS"	4018528	4019160	"-"	"CP000393.1"	"2OG-Fe(II) oxygenase"	"PFAM: 2OG-Fe(II) oxygenase~SMART: Prolyl 4-hydroxylase%2C alpha subunit~KEGG: bte:BTH_II1705 oxidoreductase domain protein"	"InterPro:IPR005123,InterPro:IPR006620,NCBI_GP:ABG51796.1"
