""	"baseMean"	"baseMean_LFe"	"baseMean_HFe"	"baseMean_MFe"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"LFe_d5_rep3_RAW"	"LFe_d7_rep1_RAW"	"LFe_d7_rep2_RAW"	"LFe_d7_rep3_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"MFe_d5_rep3_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"LFe_d5_rep3_CPM"	"LFe_d7_rep1_CPM"	"LFe_d7_rep2_CPM"	"LFe_d7_rep3_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"MFe_d5_rep3_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"LFe_d5_rep3_logCPM"	"LFe_d7_rep1_logCPM"	"LFe_d7_rep2_logCPM"	"LFe_d7_rep3_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"MFe_d5_rep3_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_0888"	155.402967262019	161.908249703356	140.637089850944	157.158279790421	-0.219816842655546	0.167977658858939	-1.30860760977827	0.190667301883932	0.432173892209278	136	163	129	112	206	170	174	242	112	159	194	115	"    37.68"	"    25.51"	"    23.97"	"    37.53"	"    35.13"	"    31.34"	"    33.14"	"    34.80"	"    29.25"	"    28.95"	"    35.68"	"    32.82"	" 5.27"	" 4.73"	" 4.64"	" 5.27"	" 5.18"	" 5.02"	" 5.09"	" 5.16"	" 4.92"	" 4.90"	" 5.20"	" 5.08"	"Tery_0888"	"gene894"	"CDS"	1408255	1408719	"+"	"CP000393.1"	"TM2 domain containing protein+B7201"	"PFAM: TM2 domain containing protein+B7201~KEGG: tdn:Tmden_1837 TM2"	"InterPro:IPR007829,NCBI_GP:ABG50289.1"
"Tery_R0029"	15.7358649807873	13.66740462864	7.68289934627741	27.925751319592	-0.775462400434558	0.592422637602234	-1.30896821156794	0.19054511887091	0.432173892209278	1	12	14	7	16	10	14	26	14	15	9	45	"     0.28"	"     1.88"	"     2.60"	"     2.35"	"     2.73"	"     1.84"	"     2.67"	"     3.74"	"     3.66"	"     2.73"	"     1.66"	"    12.84"	" 0.35"	" 1.52"	" 1.85"	" 1.74"	" 1.90"	" 1.51"	" 1.87"	" 2.24"	" 2.22"	" 1.90"	" 1.41"	" 3.79"	"Tery_R0029"	"gene2986"	"rRNA"	4601878	4603359	"-"	"CP000393.1"	"16S ribosomal RNA"	NA	NA
"Tery_4143"	1664.5596823915	1382.66375450277	2511.57834908261	1381.33287147787	0.861042637865764	0.658055395910893	1.30846527999955	0.190715543477428	0.432173892209278	2522	1818	3085	309	512	1285	2221	1939	2258	1098	710	1833	"   698.79"	"   284.47"	"   573.29"	"   103.54"	"    87.32"	"   236.86"	"   423.02"	"   278.84"	"   589.74"	"   199.90"	"   130.56"	"   523.05"	" 9.45"	" 8.16"	" 9.17"	" 6.71"	" 6.46"	" 7.89"	" 8.73"	" 8.13"	" 9.21"	" 7.65"	" 7.04"	" 9.03"	"Tery_4143"	"gene4183"	"CDS"	6390182	6391003	"+"	"CP000393.1"	"UBA/THIF-type NAD/FAD binding fold"	"PFAM: UBA/THIF-type NAD/FAD binding fold MoeZ/MoeB~KEGG: ava:Ava_3938 MoeZ/MoeB"	"InterPro:IPR000594,InterPro:IPR007901,NCBI_GP:ABG53151.1"
"Tery_5027"	817.353456474978	863.545802222147	736.910523655962	805.411697799656	-0.227315224466465	0.173861127081965	-1.30745284056107	0.191058961424293	0.432708183056709	414	1025	976	416	1053	1065	885	1292	778	902	775	674	"   114.71"	"   160.39"	"   181.37"	"   139.39"	"   179.59"	"   196.31"	"   168.56"	"   185.80"	"   203.20"	"   164.22"	"   142.52"	"   192.33"	" 6.85"	" 7.33"	" 7.51"	" 7.13"	" 7.50"	" 7.62"	" 7.41"	" 7.55"	" 7.67"	" 7.37"	" 7.17"	" 7.59"	"Tery_5027"	"gene5072"	"CDS"	7683000	7683551	"+"	"CP000393.1"	"protein of unknown function UPF0054"	"PFAM: protein of unknown function UPF0054~KEGG: ava:Ava_2782 hypothetical protein"	"InterPro:IPR002036,NCBI_GP:ABG53939.1"
"Tery_1020"	146.199237176253	138.360762560929	166.567766979193	141.50765660396	0.256910538448536	0.196666867635145	1.30632343687476	0.191442590233581	0.433332890055742	156	178	173	71	137	154	169	196	138	171	126	117	"    43.22"	"    27.85"	"    32.15"	"    23.79"	"    23.37"	"    28.39"	"    32.19"	"    28.19"	"    36.04"	"    31.13"	"    23.17"	"    33.39"	" 5.47"	" 4.85"	" 5.05"	" 4.63"	" 4.61"	" 4.88"	" 5.05"	" 4.87"	" 5.21"	" 5.01"	" 4.60"	" 5.10"	"Tery_1020"	"gene1026"	"CDS"	1591706	1593103	"-"	"CP000393.1"	"Xanthine/uracil/vitamin C permease"	"PFAM: Xanthine/uracil/vitamin C permease~KEGG: mja:MJ0326 hypothetical protein"	"InterPro:IPR006043,NCBI_GP:ABG50396.1"
"Tery_0369"	352.071581575753	307.488373113588	379.832263179721	413.477316896113	0.30476610678189	0.23368825560761	1.30415671078322	0.19218015621721	0.434570479120891	230	486	514	146	472	308	297	456	282	286	548	362	"    63.73"	"    76.05"	"    95.52"	"    48.92"	"    80.50"	"    56.77"	"    56.57"	"    65.58"	"    73.65"	"    52.07"	"   100.77"	"   103.30"	" 6.02"	" 6.27"	" 6.59"	" 5.64"	" 6.35"	" 5.85"	" 5.85"	" 6.06"	" 6.22"	" 5.73"	" 6.67"	" 6.70"	"Tery_0369"	"gene372"	"CDS"	568161	568865	"-"	"CP000393.1"	"TENA/THI-4 protein"	"PFAM: TENA/THI-4 protein~KEGG: cca:CCA00996 coenzyme pqq synthesis protein c%2C putative"	"InterPro:IPR004305,NCBI_GP:ABG49838.1"
"Tery_3677"	44.2754479989647	40.3466670380262	50.2868772717059	46.1215806481005	0.316086209546003	0.242382117144615	1.30408222054358	0.192205550218145	0.434570479120891	35	73	54	22	77	45	39	44	29	55	53	31	"     9.70"	"    11.42"	"    10.03"	"     7.37"	"    13.13"	"     8.29"	"     7.43"	"     6.33"	"     7.57"	"    10.01"	"     9.75"	"     8.85"	" 3.42"	" 3.63"	" 3.46"	" 3.07"	" 3.82"	" 3.22"	" 3.08"	" 2.87"	" 3.10"	" 3.46"	" 3.43"	" 3.30"	"Tery_3677"	"gene3710"	"CDS"	5641369	5645715	"+"	"CP000393.1"	"TPR repeat"	"PFAM: TPR repeat~SMART: Tetratricopeptide region~KEGG: ana:alr0963 unknown protein"	"InterPro:IPR001440,InterPro:IPR013026,NCBI_GP:ABG52738.1"
"Tery_0023"	41.2531056906034	42.8202034517635	35.3801726181726	43.9918432407141	-0.300028462430207	0.230354004643192	-1.30246688306955	0.192756831747195	0.435571930086409	29	46	36	23	51	44	54	70	32	62	53	22	"     8.04"	"     7.20"	"     6.69"	"     7.71"	"     8.70"	"     8.11"	"    10.29"	"    10.07"	"     8.36"	"    11.29"	"     9.75"	"     6.28"	" 3.18"	" 3.04"	" 2.94"	" 3.12"	" 3.28"	" 3.19"	" 3.50"	" 3.47"	" 3.23"	" 3.62"	" 3.43"	" 2.86"	"Tery_0023"	"gene22"	"CDS"	39907	40488	"+"	"CP000393.1"	"Tetratricopeptide TPR_2"	"PFAM: TPR repeat Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: pmt:PMT1811 TPR repeat:HAT (Half-A-TPR) repeat"	"InterPro:IPR001440,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG49547.1"
"Tery_0268"	2479.01077689372	2353.99229198325	2598.42324008708	2609.63528352132	0.143128521640567	0.110009653174032	1.301054203072	0.193239902116969	0.436192699749005	1923	3569	2791	1509	2942	2652	2434	3189	1939	2489	3350	1923	"   532.82"	"   558.45"	"   518.65"	"   505.62"	"   501.76"	"   488.83"	"   463.59"	"   458.60"	"   506.43"	"   453.14"	"   616.04"	"   548.73"	" 9.06"	" 9.13"	" 9.02"	" 8.98"	" 8.97"	" 8.94"	" 8.86"	" 8.84"	" 8.99"	" 8.83"	" 9.27"	" 9.10"	"Tery_0268"	"gene271"	"CDS"	412469	412852	"-"	"CP000393.1"	"LSU ribosomal protein L19P"	"PFAM: ribosomal protein L19~KEGG: ava:Ava_2549 50S ribosomal protein L19"	"InterPro:IPR001857,NCBI_GP:ABG49751.1"
"Tery_1879"	47.7466848748964	42.1535909140573	50.4372590422845	56.2422986291865	0.282403889131085	0.217061961796688	1.30102891724346	0.193248556779348	0.436192699749005	25	77	66	24	47	45	52	68	32	71	62	37	"     6.93"	"    12.05"	"    12.26"	"     8.04"	"     8.02"	"     8.29"	"     9.90"	"     9.78"	"     8.36"	"    12.93"	"    11.40"	"    10.56"	" 2.99"	" 3.71"	" 3.73"	" 3.18"	" 3.17"	" 3.22"	" 3.45"	" 3.43"	" 3.23"	" 3.80"	" 3.63"	" 3.53"	"Tery_1879"	"gene1890"	"CDS"	2873960	2874526	"-"	"CP000393.1"	"5-formyltetrahydrofolate cyclo-ligase"	"PFAM: 5-formyltetrahydrofolate cyclo-ligase~KEGG: ava:Ava_2095 5-formyltetrahydrofolate cyclo-ligase"	"InterPro:IPR002698,NCBI_GP:ABG51135.1"
"Tery_0856"	18.5651301671662	16.7224558236169	22.3223309456289	18.4932780758022	0.38695580543739	0.297595153758484	1.3002758968025	0.193506426034942	0.436284819215068	15	25	31	9	21	17	18	33	11	24	20	12	"     4.16"	"     3.91"	"     5.76"	"     3.02"	"     3.58"	"     3.13"	"     3.43"	"     4.75"	"     2.87"	"     4.37"	"     3.68"	"     3.42"	" 2.37"	" 2.30"	" 2.76"	" 2.01"	" 2.20"	" 2.05"	" 2.15"	" 2.52"	" 1.95"	" 2.42"	" 2.23"	" 2.15"	"Tery_0856"	"gene862"	"CDS"	1355187	1355828	"+"	"CP000393.1"	"TPR repeat"	"PFAM: TPR repeat Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: aae:aq_1896 hypothetical protein"	"InterPro:IPR001440,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG50264.1"
"Tery_1169"	752.831066619093	732.456229769175	815.79197607059	730.61983086743	0.155228438046801	0.119361803748501	1.30048669818925	0.193434212370632	0.436284819215068	688	1010	844	536	905	783	725	1045	549	888	809	500	"   190.63"	"   158.04"	"   156.84"	"   179.60"	"   154.35"	"   144.33"	"   138.09"	"   150.28"	"   143.39"	"   161.67"	"   148.77"	"   142.68"	" 7.58"	" 7.31"	" 7.30"	" 7.50"	" 7.28"	" 7.18"	" 7.12"	" 7.24"	" 7.17"	" 7.35"	" 7.23"	" 7.17"	"Tery_1169"	"gene1175"	"CDS"	1829938	1830477	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_4930 hypothetical protein"	"NCBI_GP:ABG50530.1"
"Tery_4329"	935.771224394992	895.85366417867	1021.40604042242	929.971528800208	0.19006063445822	0.146288079143432	1.2992216151247	0.193867885608218	0.436854764655289	737	1421	1110	476	1091	1019	1008	1088	886	902	1060	761	"   204.21"	"   222.35"	"   206.27"	"   159.49"	"   186.07"	"   187.83"	"   191.99"	"   156.46"	"   231.41"	"   164.22"	"   194.93"	"   217.15"	" 7.68"	" 7.80"	" 7.70"	" 7.33"	" 7.55"	" 7.56"	" 7.59"	" 7.30"	" 7.86"	" 7.37"	" 7.61"	" 7.77"	"Tery_4329"	"gene4371"	"CDS"	6673602	6673958	"+"	"CP000393.1"	"microcompartments protein"	"PFAM: microcompartments protein~KEGG: ava:Ava_4710 microcompartments protein"	"InterPro:IPR000249,NCBI_GP:ABG53322.1"
"Tery_0651"	445.554493104621	499.08535674908	409.054303319717	374.992955600606	-0.28517138886484	0.219553961368611	-1.29886697141421	0.193989586249104	0.436884110208067	313	518	461	318	415	560	657	547	521	512	304	292	"    86.73"	"    81.05"	"    85.67"	"   106.55"	"    70.78"	"   103.22"	"   125.14"	"    78.66"	"   136.07"	"    93.21"	"    55.90"	"    83.32"	" 6.45"	" 6.36"	" 6.44"	" 6.75"	" 6.17"	" 6.70"	" 6.98"	" 6.32"	" 7.10"	" 6.56"	" 5.83"	" 6.40"	"Tery_0651"	"gene656"	"CDS"	1063223	1063879	"-"	"CP000393.1"	"translation factor SUA5"	"TIGRFAM: Sua5/YciO/YrdC/YwlC family protein~PFAM: SUA5/yciO/yrdC-like~KEGG: ava:Ava_2693 SUA5/YciO/YrdC/YwlC"	"InterPro:IPR004388,InterPro:IPR006070,NCBI_GP:ABG50090.1"
"Tery_0577"	182.960706776219	173.74496424772	198.733893927126	185.619004682311	0.184280727226513	0.141948111195448	1.29822599029005	0.194209689594231	0.437134911628672	156	253	217	93	226	169	183	285	150	207	191	148	"    43.22"	"    39.59"	"    40.33"	"    31.16"	"    38.54"	"    31.15"	"    34.86"	"    40.99"	"    39.18"	"    37.69"	"    35.12"	"    42.23"	" 5.47"	" 5.34"	" 5.37"	" 5.01"	" 5.31"	" 5.01"	" 5.16"	" 5.39"	" 5.33"	" 5.27"	" 5.17"	" 5.43"	"Tery_0577"	"gene582"	"CDS"	927461	929014	"+"	"CP000393.1"	"ATP phosphoribosyltransferase regulatory subunit"	"KEGG: mth:MTH244 histidyl-tRNA synthetase~TIGRFAM: histidyl-tRNA synthetase~PFAM: tRNA synthetase%2C class II (G%2C H%2C P and S) Anticodon-binding"	"InterPro:IPR002314,InterPro:IPR004154,InterPro:IPR004516,InterPro:IPR006025,InterPro:IPR006195,NCBI_GP:ABG50022.1"
"Tery_0891"	8614.76464061855	9066.28669809263	7431.7158571207	8894.76930916824	-0.286569308760683	0.220963631968609	-1.29690712542865	0.194663144533735	0.437910375503981	4220	11528	8774	5893	13996	10658	7136	9842	8268	8761	12954	5402	"  1169.27"	"  1803.83"	"  1630.47"	"  1974.55"	"  2387.04"	"  1964.53"	"  1359.16"	"  1415.35"	"  2159.44"	"  1595.01"	"  2382.14"	"  1541.47"	"10.19"	"10.82"	"10.67"	"10.95"	"11.22"	"10.94"	"10.41"	"10.47"	"11.08"	"10.64"	"11.22"	"10.59"	"Tery_0891"	"gene897"	"CDS"	1412227	1412706	"+"	"CP000393.1"	"putative nickel-containing superoxide dismutase precursor (NISOD)"	"KEGG: pmn:PMN2A_0861 putative nickel-containing superoxide dismutase precursor (NISOD)"	"NCBI_GP:ABG50292.1"
"Tery_5051"	8976.24748098538	8405.1863735013	9473.62813293873	9620.9890440002	0.172840464824292	0.133448262646394	1.29518707397696	0.195255702778724	0.438997721012566	6065	13483	11186	4629	11035	10341	8224	10736	7629	10156	11666	6908	"  1680.47"	"  2109.73"	"  2078.70"	"  1551.03"	"  1882.04"	"  1906.10"	"  1566.39"	"  1543.92"	"  1992.54"	"  1848.99"	"  2145.29"	"  1971.21"	"10.72"	"11.04"	"11.02"	"10.60"	"10.88"	"10.90"	"10.61"	"10.59"	"10.96"	"10.85"	"11.07"	"10.95"	"Tery_5051"	"gene5096"	"CDS"	7711631	7712365	"-"	"CP000393.1"	"ferredoxin-dependent bilin reductase"	"PFAM: ferredoxin-dependent bilin reductase~KEGG: gvi:glr1260 15%2C16-dihydrobiliverdin:ferredoxin oxidoreductase"	"InterPro:IPR009249,NCBI_GP:ABG53959.1"
"Tery_0485"	4605.54448161904	4837.8446322777	4287.05209674653	4459.43656517425	-0.174138381842209	0.134730434486845	-1.29249476931815	0.196185856200266	0.440466454127258	2957	5997	4834	2570	5137	5684	5486	6785	4618	5126	4396	3582	"   819.32"	"   938.37"	"   898.30"	"   861.12"	"   876.13"	"  1047.70"	"  1044.89"	"   975.73"	"  1206.13"	"   933.23"	"   808.39"	"  1022.13"	" 9.68"	" 9.88"	" 9.81"	" 9.75"	" 9.78"	"10.03"	"10.03"	" 9.93"	"10.24"	" 9.87"	" 9.66"	"10.00"	"Tery_0485"	"gene489"	"CDS"	775464	778196	"-"	"CP000393.1"	"Radical SAM"	"PFAM: Radical SAM~SMART: Elongator protein 3/MiaB/NifB~KEGG: ana:alr4330 hypothetical protein"	"InterPro:IPR006638,InterPro:IPR007197,NCBI_GP:ABG49941.1"
"Tery_1172"	70.2863640179711	65.9553369505323	81.1588247251867	68.0759574456332	0.289692409200874	0.224160259865301	1.2923450810369	0.196237666502965	0.440466454127258	62	94	99	31	70	74	95	89	58	107	68	36	"    17.18"	"    14.71"	"    18.40"	"    10.39"	"    11.94"	"    13.64"	"    18.09"	"    12.80"	"    15.15"	"    19.48"	"    12.50"	"    10.27"	" 4.18"	" 3.97"	" 4.28"	" 3.51"	" 3.69"	" 3.87"	" 4.26"	" 3.79"	" 4.01"	" 4.36"	" 3.76"	" 3.49"	"Tery_1172"	"gene1178"	"CDS"	1833562	1833774	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: tel:tsr2295 hypothetical protein"	"NCBI_GP:ABG50532.1"
"Tery_2219"	689.852587266973	749.992185657052	648.504880960285	610.921096793502	-0.21123232329816	0.163369689981615	-1.29297131751876	0.196020979459934	0.440466454127258	527	756	740	461	789	998	832	1029	584	885	534	419	"   146.02"	"   118.29"	"   137.51"	"   154.47"	"   134.57"	"   183.96"	"   158.47"	"   147.98"	"   152.53"	"   161.12"	"    98.20"	"   119.56"	" 7.20"	" 6.90"	" 7.11"	" 7.28"	" 7.08"	" 7.53"	" 7.32"	" 7.22"	" 7.26"	" 7.34"	" 6.63"	" 6.91"	"Tery_2219"	"gene2238"	"CDS"	3459206	3461368	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all3516 unknown protein"	"InterPro:IPR013026,NCBI_GP:ABG51448.1"
"Tery_3239"	848.207657381511	906.502990919209	793.772602604762	786.052045082865	-0.19219403756728	0.14884948418822	-1.29119720243203	0.196635304950507	0.44111268186442	701	951	801	642	889	886	1116	1251	782	932	840	572	"   194.23"	"   148.81"	"   148.85"	"   215.11"	"   151.62"	"   163.31"	"   212.56"	"   179.90"	"   204.24"	"   169.68"	"   154.47"	"   163.22"	" 7.61"	" 7.23"	" 7.23"	" 7.76"	" 7.25"	" 7.36"	" 7.74"	" 7.50"	" 7.68"	" 7.42"	" 7.28"	" 7.36"	"Tery_3239"	"gene3267"	"CDS"	4958128	4960995	"-"	"CP000393.1"	"Tetratricopeptide TPR_2"	"PFAM: TPR repeat Tetratricopeptide TPR_4 Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: nwi:Nwi_0538 lipopolysaccharide biosynthesis protein"	"InterPro:IPR001440,InterPro:IPR011717,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG52354.1"
"Tery_3337"	42.984783552469	39.1381311903763	49.596209853436	44.0666619756875	0.340317194620427	0.263779428781323	1.29015820601596	0.196995733864818	0.441483419974651	40	65	51	23	61	44	43	39	33	50	29	45	"    11.08"	"    10.17"	"     9.48"	"     7.71"	"    10.40"	"     8.11"	"     8.19"	"     5.61"	"     8.62"	"     9.10"	"     5.33"	"    12.84"	" 3.59"	" 3.48"	" 3.39"	" 3.12"	" 3.51"	" 3.19"	" 3.20"	" 2.72"	" 3.27"	" 3.34"	" 2.66"	" 3.79"	"Tery_3337"	"gene3365"	"CDS"	5118461	5120449	"+"	"CP000393.1"	"serine/threonine protein kinase with TPR repeats"	"PFAM: protein kinase TPR repeat Tetratricopeptide TPR_4  Tetratricopeptide TPR_2~SMART: Tyrosine protein kinase Serine/threonine protein kinase Tetratricopeptide region~KEGG: ava:Ava_A0032 serine/threonine protein kinase with TPR repeats"	"InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR001440,InterPro:IPR002290,InterPro:IPR008271,InterPro:IPR011717,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG52440.1"
"Tery_3423"	623.784335745217	653.281336558713	596.063906557406	592.510763306036	-0.13368896953663	0.103627815670574	-1.29008769191488	0.197020212794658	0.441483419974651	458	788	641	429	837	741	681	976	454	667	722	397	"   126.90"	"   123.30"	"   119.12"	"   143.74"	"   142.75"	"   136.58"	"   129.71"	"   140.36"	"   118.58"	"   121.43"	"   132.77"	"   113.28"	" 7.00"	" 6.96"	" 6.91"	" 7.18"	" 7.17"	" 7.10"	" 7.03"	" 7.14"	" 6.90"	" 6.94"	" 7.06"	" 6.84"	"Tery_3423"	"gene3452"	"CDS"	5238089	5239618	"+"	"CP000393.1"	"serine/threonine protein kinase"	"PFAM: protein kinase~SMART: Tyrosine protein kinase Serine/threonine protein kinase~KEGG: ana:all1919 serine/threonine kinase"	"InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR002290,NCBI_GP:ABG52519.1"
"Tery_2166"	91.3408381694226	111.371627602106	81.0532035754634	61.5668938980157	-0.458704940911267	0.355799310408336	-1.2892238053661	0.197320291305696	0.441909510333647	72	108	72	45	67	95	168	122	172	82	55	46	"    19.95"	"    16.90"	"    13.38"	"    15.08"	"    11.43"	"    17.51"	"    32.00"	"    17.54"	"    44.92"	"    14.93"	"    10.11"	"    13.13"	" 4.39"	" 4.16"	" 3.85"	" 4.01"	" 3.64"	" 4.21"	" 5.04"	" 4.21"	" 5.52"	" 3.99"	" 3.47"	" 3.82"	"Tery_2166"	"gene2185"	"CDS"	3381769	3382164	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_0350 hypothetical protein"	"NCBI_GP:ABG51399.1"
"Tery_R0045"	480.205103177678	503.81133145794	269.131720571398	644.066029223434	-0.904932833475112	0.702496414550199	-1.2881671916497	0.197687769911124	0.442304222286794	247	132	418	296	195	456	640	659	739	358	186	1044	"    68.44"	"    20.65"	"    77.68"	"    99.18"	"    33.26"	"    84.05"	"   121.90"	"    94.77"	"   193.01"	"    65.18"	"    34.20"	"   297.91"	" 6.12"	" 4.44"	" 6.30"	" 6.65"	" 5.10"	" 6.41"	" 6.94"	" 6.58"	" 7.60"	" 6.05"	" 5.14"	" 8.22"	"Tery_R0045"	"gene4207"	"tRNA"	6426812	6426883	"+"	"CP000393.1"	"tRNA-Cys"	NA	NA
"Tery_4394"	290.348451229416	298.229981401709	265.034685876759	299.899156237487	-0.166669877973046	0.129393601382851	-1.28808438896372	0.197716588917754	0.442304222286794	193	349	302	180	336	337	369	376	255	369	295	226	"    53.48"	"    54.61"	"    56.12"	"    60.31"	"    57.31"	"    62.12"	"    70.28"	"    54.07"	"    66.60"	"    67.18"	"    54.25"	"    64.49"	" 5.77"	" 5.80"	" 5.84"	" 5.94"	" 5.87"	" 5.98"	" 6.16"	" 5.78"	" 6.08"	" 6.09"	" 5.79"	" 6.03"	"Tery_4394"	"gene4437"	"CDS"	6769455	6772010	"-"	"CP000393.1"	"PBS lyase HEAT-like repeat"	"PFAM: PBS lyase HEAT-like repeat~KEGG: ana:alr2986 unknown protein"	"InterPro:IPR004155,InterPro:IPR007111,NCBI_GP:ABG53382.1"
"Tery_2941"	2792.40657346201	2679.88021263192	2982.52416284983	2827.34170573437	0.154546743921178	0.12007711728281	1.28706240971112	0.198072536157328	0.4428540574819	1943	4324	3405	1386	3001	3119	3022	4196	2297	3113	3361	1992	"   538.36"	"   676.59"	"   632.75"	"   464.40"	"   511.83"	"   574.91"	"   575.59"	"   603.42"	"   599.93"	"   566.75"	"   618.06"	"   568.42"	" 9.08"	" 9.40"	" 9.31"	" 8.86"	" 9.00"	" 9.17"	" 9.17"	" 9.24"	" 9.23"	" 9.15"	" 9.27"	" 9.15"	"Tery_2941"	"gene2963"	"CDS"	4572252	4572590	"-"	"CP000393.1"	"SSU ribosomal protein S20P"	"PFAM: ribosomal protein S20~KEGG: syf:Synpcc7942_1520 ribosomal protein S20"	"InterPro:IPR002583,InterPro:IPR010013,NCBI_GP:ABG52105.1"
"Tery_2838"	96.6998630644417	89.5224860716048	106.940963614374	100.813516500183	0.24880675849032	0.193417010264555	1.28637475137271	0.198312305747426	0.443092979728814	89	121	122	66	129	101	108	111	46	108	115	76	"    24.66"	"    18.93"	"    22.67"	"    22.11"	"    22.00"	"    18.62"	"    20.57"	"    15.96"	"    12.01"	"    19.66"	"    21.15"	"    21.69"	" 4.68"	" 4.32"	" 4.57"	" 4.53"	" 4.52"	" 4.29"	" 4.43"	" 4.08"	" 3.70"	" 4.37"	" 4.47"	" 4.50"	"Tery_2838"	"gene2860"	"CDS"	4410979	4411827	"-"	"CP000393.1"	"Carboxylesterase"	"PFAM: putative esterase~KEGG: ava:Ava_1087 putative esterase"	"InterPro:IPR000379,InterPro:IPR000801,NCBI_GP:ABG52012.1"
"Tery_2943"	1297.26724580107	1101.5705932849	1348.87394797466	1637.05384865984	0.29298978416555	0.227808374851244	1.28612385017394	0.198399841669618	0.443092979728814	870	1542	1901	725	1388	1591	925	1209	939	1461	1551	1620	"   241.06"	"   241.28"	"   353.26"	"   242.92"	"   236.73"	"   293.26"	"   176.18"	"   173.86"	"   245.25"	"   265.99"	"   285.22"	"   462.27"	" 7.92"	" 7.92"	" 8.47"	" 7.93"	" 7.89"	" 8.20"	" 7.47"	" 7.45"	" 7.94"	" 8.06"	" 8.16"	" 8.86"	"Tery_2943"	"gene2965"	"CDS"	4575288	4575863	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: tel:tlr1926 hypothetical protein"	"NCBI_GP:ABG52107.1"
"Tery_0756"	476.707173994635	448.624828729412	501.915228879875	507.663809639842	0.166231079975714	0.129473331661797	1.28390208116319	0.199176218982204	0.443301409093419	324	727	578	272	586	523	433	631	370	495	627	383	"    89.77"	"   113.76"	"   107.41"	"    91.14"	"    99.94"	"    96.40"	"    82.47"	"    90.74"	"    96.64"	"    90.12"	"   115.30"	"   109.29"	" 6.50"	" 6.84"	" 6.76"	" 6.53"	" 6.66"	" 6.61"	" 6.38"	" 6.52"	" 6.61"	" 6.51"	" 6.86"	" 6.79"	"Tery_0756"	"gene762"	"CDS"	1214728	1215552	"+"	"CP000393.1"	"Inositol-1(or 4)-monophosphatase"	"PFAM: inositol monophosphatase~KEGG: ana:all2917 putative myo-inositol-1(or 4)-monophosphatase"	"InterPro:IPR000760,NCBI_GP:ABG50184.1"
"Tery_2069"	315.758726351055	349.326899088688	286.17482485748	278.206282369364	-0.289921515994236	0.225856570379196	-1.28365322960267	0.19926331600406	0.443301409093419	247	304	330	220	295	338	509	504	301	413	222	198	"    68.44"	"    47.57"	"    61.32"	"    73.71"	"    50.31"	"    62.30"	"    96.95"	"    72.48"	"    78.62"	"    75.19"	"    40.82"	"    56.50"	" 6.12"	" 5.60"	" 5.96"	" 6.22"	" 5.68"	" 5.98"	" 6.61"	" 6.20"	" 6.31"	" 6.25"	" 5.39"	" 5.85"	"Tery_2069"	"gene2085"	"CDS"	3232566	3233411	"-"	"CP000393.1"	"protein of unknown function DUF323"	"PFAM: protein of unknown function DUF323~KEGG: ana:alr5360 hypothetical protein"	"InterPro:IPR005532,NCBI_GP:ABG51310.1"
